09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
09.04.2023 09:12:12,2.2,1.1
09.04.2023 12:12:12,34.12,1.2
